Time, Ptotal,regD,Time regD,Power
22069.25,18131.57617,,,
22069.5,18148.06055,,,
22069.75,18242.69727,,,
22070,18244.25977,,,
22070.25,18244.25977,,,
22070.5,18244.25977,,,
22070.75,18330.39844,,,
22071,18330.39844,,,
22071.25,18330.39844,,,
22071.5,18330.39844,,,
22071.75,18388.5957,,,
22072,18388.5957,,,
22072.25,18388.5957,,,
22072.5,18388.5957,,,
22072.75,18388.5957,,,
22073,18388.5957,,,
22073.25,18388.5957,,,
22073.5,18388.5957,,,
22073.75,18388.5957,,,
22074,18388.5957,,,
22074.25,18388.5957,,,
22074.5,18388.5957,,,
22074.75,18388.5957,,,
22075,18388.5957,,,
22075.25,18388.5957,,,
22075.5,18388.5957,,,
22075.75,18388.5957,,,
22076,18388.5957,,,
22076.25,18388.5957,,,
22076.5,18388.5957,,,
22076.75,18388.5957,,,
22077,18388.5957,,,
22077.25,18388.5957,,,
22077.5,18388.5957,,,
22077.75,18388.5957,,,
22078,18388.5957,,,
22078.25,18388.5957,,,
22078.5,18388.5957,,,
22078.75,18388.5957,,,
22079,18388.5957,,,
22079.25,18388.5957,,,
22079.5,18388.5957,,,
22079.75,18388.5957,,,
22080,18388.5957,,,
22080.25,18388.5957,,,
22080.5,18388.5957,,,
22080.75,18388.5957,,,
22081,18388.5957,,,
22081.25,18388.5957,,,
22081.5,18388.5957,,,
22081.75,18388.5957,,,
22082,18388.5957,,,
22082.25,18388.5957,,,
22082.5,18388.5957,,,
22082.75,18388.5957,,,
22083,18388.5957,,,
22083.25,18388.5957,,,
22083.5,18388.5957,,,
22083.75,18388.5957,,,
22084,18388.5957,,,
22084.25,18388.5957,,,
22084.5,18388.5957,,,
22084.75,18388.5957,,,
22085,18388.5957,,,
22085.25,18388.5957,,,
22085.5,18404.58008,,,
22085.75,18434.11133,,,
22086,18525.48438,,,
22086.25,18596.91211,,,
22086.5,18701.47266,,,
22086.75,18774.32617,,,
22087,18836.19922,,,
22087.25,18889.36719,,,
22087.5,18952.30273,,,
22087.75,18991.85352,,,
22088,19193.93359,,,
22088.25,19206.19336,,,
22088.5,19244.40625,,,
22088.75,19244.64258,,,
22089,19321.31445,,,
22089.25,19321.54492,,,
22089.5,19321.54492,,,
22089.75,19365.82031,,,
22090,19387.01172,,,
22090.25,19387.01172,,,
22090.5,19387.01172,,,
22090.75,19393.0293,,,
22091,19436.61328,,,
22091.25,19436.61328,,,
22091.5,19436.61328,,,
22091.75,19453.24219,,,
22092,19469.99609,,,
22092.25,19469.99609,,,
22092.5,19469.99609,,,
22092.75,19469.99609,,,
22093,19469.99609,,,
22093.25,19469.99609,,,
22093.5,19469.99609,,,
22093.75,19469.99609,,,
22094,19469.99609,,,
22094.25,19469.99609,,,
22094.5,19469.99609,,,
22094.75,19469.99609,,,
22095,19469.99609,,,
22095.25,19469.99609,,,
22095.5,19469.99609,,,
22095.75,19469.99609,,,
22096,19469.99609,,,
22096.25,19469.99609,,,
22096.5,19469.99609,,,
22096.75,19469.99609,,,
22097,19469.99609,,,
22097.25,19469.99609,,,
22097.5,19469.99609,,,
22097.75,19469.99609,,,
22098,19469.99609,,,
22098.25,19469.99609,,,
22098.5,19469.99609,,,
22098.75,19469.99609,,,
22099,19469.99609,,,
22099.25,19469.99609,,,
22099.5,19469.99609,,,
22099.75,19469.99609,,,
22100,19469.99609,,,
22100.25,19469.99609,,,
22100.5,19469.99609,,,
22100.75,19469.99609,,,
22101,19469.99609,,,
22101.25,19469.99609,,,
22101.5,19469.99609,,,
22101.75,19469.99609,,,
22102,19469.99609,,,
22102.25,19469.99609,,,
22102.5,19469.99609,,,
22102.75,19469.99609,,,
22103,19469.99609,,,
22103.25,19469.99609,,,
22103.5,19469.99609,,,
22103.75,19469.99609,,,
22104,19469.99609,,,
22104.25,19469.99609,,,
22104.5,19469.99609,,,
22104.75,19469.99609,,,
22105,19469.99609,,,
22105.25,19469.99609,,,
22105.5,19472.17773,,,
22105.75,19475.64844,,,
22106,19478.38281,,,
22106.25,19518.90039,,,
22106.5,19539.16797,,,
22106.75,19571.87695,,,
22107,19601.35352,,,
22107.25,19607.29688,,,
22107.5,19635.61523,,,
22107.75,19664.89063,,,
22108,19690.44727,,,
22108.25,19732.01758,,,
22108.5,19742.87305,,,
22108.75,19753.78711,,,
22109,19763.55078,,,
22109.25,19800.49609,,,
22109.5,19800.49609,,,
22109.75,19802.18164,,,
22110,19819.74805,,,
22110.25,19819.74805,,,
22110.5,19819.74805,,,
22110.75,19819.74805,,,
22111,19831.48633,,,
22111.25,19837.36523,,,
22111.5,19837.36523,,,
22111.75,19837.36523,,,
22112,19855.03516,,,
22112.25,19855.14453,,,
22112.5,19855.14453,,,
22112.75,19855.14453,,,
22113,19855.14453,,,
22113.25,19855.14453,,,
22113.5,19855.14453,,,
22113.75,19855.14453,,,
22114,19855.14453,,,
22114.25,19855.14453,,,
22114.5,19855.14453,,,
22114.75,19855.14453,,,
22115,19855.14453,,,
22115.25,19855.14453,,,
22115.5,19855.14453,,,
22115.75,19855.14453,,,
22116,19855.14453,,,
22116.25,19855.14453,,,
22116.5,19855.14453,,,
22116.75,19855.14453,,,
22117,19855.14453,,,
22117.25,19855.14453,,,
22117.5,19855.14453,,,
22117.75,19855.14453,,,
22118,19855.14453,,,
22118.25,19855.14453,,,
22118.5,19855.14453,,,
22118.75,19855.14453,,,
22119,19855.14453,,,
22119.25,19855.14453,,,
22119.5,19855.14453,,,
22119.75,19855.14453,,,
22120,19855.14453,,,
22120.25,19855.14453,,,
22120.5,19855.14453,,,
22120.75,19855.14453,,,
22121,19855.14453,,,
22121.25,19855.14453,,,
22121.5,19855.14453,,,
22121.75,19855.14453,,,
22122,19855.14453,,,
22122.25,19855.14453,,,
22122.5,19855.14453,,,
22122.75,19855.14453,,,
22123,19855.14453,,,
22123.25,19855.14453,,,
22123.5,19855.14453,,,
22123.75,19855.14453,,,
22124,19855.14453,,,
22124.25,19855.14453,,,
22124.5,19855.14453,,,
22124.75,19855.14453,,,
22125,19855.14453,,,
22125.25,19855.14453,,,
22125.5,19855.14453,,,
22125.75,19855.14453,,,
22126,19855.14453,,,
22126.25,19850.66992,,,
22126.5,19848.14258,,,
22126.75,19844.03906,,,
22127,19839.50195,,,
22127.25,19835.69531,,,
22127.5,19835.00391,,,
22127.75,19829.86328,,,
22128,19825.03516,,,
22128.25,19817.91406,,,
22128.5,19813.10352,,,
22128.75,19811.00586,,,
22129,19810.75391,,,
22129.25,19805.16406,,,
22129.5,19801.90039,,,
22129.75,19801.45703,,,
22130,19799.63086,,,
22130.25,19799.00195,,,
22130.5,19799.00195,,,
22130.75,19799.00195,,,
22131,19799.00195,,,
22131.25,19795.72266,,,
22131.5,19795.72266,,,
22131.75,19795.72266,,,
22132,19795.72266,,,
22132.25,19792.44531,,,
22132.5,19792.44531,,,
22132.75,19792.44531,,,
22133,19792.44531,,,
22133.25,19791.38477,,,
22133.5,19791.40625,,,
22133.75,19791.40625,,,
22134,19791.40625,,,
22134.25,19791.40625,,,
22134.5,19791.40625,,,
22134.75,19791.40625,,,
22135,19791.40625,,,
22135.25,19791.40625,,,
22135.5,19791.40625,,,
22135.75,19791.40625,,,
22136,19791.40625,,,
22136.25,19791.40625,,,
22136.5,19791.40625,,,
22136.75,19791.40625,,,
22137,19791.40625,,,
22137.25,19791.40625,,,
22137.5,19791.40625,,,
22137.75,19791.40625,,,
22138,19791.40625,,,
22138.25,19791.40625,,,
22138.5,19791.40625,,,
22138.75,19791.40625,,,
22139,19791.40625,,,
22139.25,19791.40625,,,
22139.5,19791.40625,,,
22139.75,19791.40625,,,
22140,19791.40625,,,
